anime_id,name,genre,type,episodes,rating_x,members,user_id,rating_y
1195,Zero no Tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,13,7.62,346828,27364,10
9181,Motto To LOVE-Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12,7.61,134988,27364,-1
5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",TV,13,7.61,113911,27364,8
18523,Senyuu. 2,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.61,30726,27364,-1
2923,Shugo Chara!,"Comedy, Magic, School, Shoujo",TV,51,7.61,121108,27364,-1
31297,Tokyo Ghoul: &quot;Pinto&quot;,"Action, Drama, Horror, Mystery, Psychological, Supernatural",OVA,1,7.61,52312,27364,-1
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"Comedy, Romance, School",OVA,1,7.61,80676,27364,-1
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Shounen, Supernatural",Movie,1,7.6,134739,27364,8
18671,Chuunibyou demo Koi ga Shitai! Ren,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.6,208885,27364,-1
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Comedy, School",Special,1,7.6,72085,27364,8
21273,Gochuumon wa Usagi Desu ka?,"Comedy, Slice of Life",TV,12,7.6,82999,27364,-1
5998,Hottarake no Shima: Haruka to Mahou no Kagami,Fantasy,Movie,1,7.6,6517,27364,7
3449,Kamichu! Specials,"Comedy, Drama, Slice of Life, Supernatural",Special,4,7.6,6978,27364,-1
218,Kidou Senkan Nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,7.6,27976,27364,7
8476,Otome Youkai Zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV,13,7.6,61957,27364,-1
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,"Action, Comedy, School, Shounen, Sports",Movie,1,7.6,6162,27364,-1
23281,Psycho-Pass 2,"Action, Police, Psychological, Sci-Fi",TV,11,7.6,228435,27364,-1
166,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,26,7.6,74991,27364,-1
8557,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,7.6,95242,27364,9
6802,So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life",TV,12,7.6,84390,27364,-1
3613,Toshokan Sensou,"Action, Comedy, Military, Romance",TV,12,7.6,38882,27364,-1
3712,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,7.6,210891,27364,10
98,Mai-HiME,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,7.59,76492,27364,8
20541,Mikakunin de Shinkoukei,"Comedy, Romance, School, Slice of Life",TV,12,7.59,133385,27364,-1
2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469,27364,8
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",TV,51,7.59,60384,27364,-1
1372,Taiho Shichau zo (1996),"Action, Comedy, Police, Seinen",TV,47,7.59,12156,27364,7
24627,Yamada-kun to 7-nin no Majo (OVA),"Comedy, Romance, School, Shounen",OVA,2,7.59,33816,27364,-1
24919,Aoki Hagane no Arpeggio: Ars Nova DC,"Action, Sci-Fi, Seinen",Movie,1,7.58,11943,27364,-1
1686,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Super Power",Movie,1,7.58,151598,27364,8
27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"Comedy, Drama, Romance, School, Slice of Life",Special,1,7.58,31808,27364,-1
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880,27364,10
6922,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Movie,1,7.58,110983,27364,8
9834,Level E,"Comedy, Sci-Fi, Shounen",TV,13,7.58,55252,27364,-1
8676,Amagami SS,"Comedy, Romance, School, Slice of Life",TV,25,7.57,157223,27364,-1
10719,Boku wa Tomodachi ga Sukunai,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,12,7.57,325664,27364,9
59,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,26,7.57,266846,27364,8
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24,7.57,103615,27364,-1
15613,Hakkenden: Touhou Hakken Ibun,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.57,61017,27364,-1
6895,Hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.57,90612,27364,-1
379,Heppoko Jikken Animation Excel♥Saga,"Comedy, Parody, Sci-Fi, Shounen",TV,26,7.57,68198,27364,7
10209,Kore wa Zombie Desu ka? OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,2,7.57,73826,27364,-1
5713,Minami-ke Betsubara,"Comedy, Slice of Life",OVA,1,7.57,21534,27364,8
24227,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",OVA,3,7.57,65287,27364,-1
490,Paniponi Dash!,"Comedy, Parody, School",TV,26,7.57,38532,27364,6
64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.57,128688,27364,8
5671,Saki,"Game, School, Slice of Life",TV,25,7.57,55970,27364,6
5355,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.57,93940,27364,-1
567,The Big O,"Action, Mecha, Mystery, Psychological, Sci-Fi",TV,26,7.57,45843,27364,8
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Game, Shounen",TV,224,7.57,132099,27364,7
12187,Carnival Phantasm EX Season,"Comedy, Supernatural",OVA,1,7.56,22955,27364,8
31553,Charlotte: Tsuyoi Monotachi,"School, Super Power",Special,1,7.56,39137,27364,-1
24655,Date A Live Movie: Mayuri Judgment,"Harem, Romance, Sci-Fi",Movie,1,7.56,48673,27364,-1
18465,Genshiken Nidaime,"Comedy, Parody, Slice of Life",TV,13,7.56,29952,27364,-1
3652,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,5,7.56,99463,27364,8
28149,Nihon Animator Mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35,7.56,16942,27364,-1
14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,7.56,38176,27364,8
12149,AKB0048,"Music, Sci-Fi",TV,13,7.55,37763,27364,-1
18893,Aoki Hagane no Arpeggio: Ars Nova,"Action, Sci-Fi, Seinen",TV,12,7.55,84708,27364,-1
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",TV,13,7.55,122271,27364,-1
17641,Date A Live: Date to Date,"Comedy, Harem, Romance, School, Sci-Fi",OVA,1,7.55,68328,27364,10
6291,Full Metal Panic! The Second Raid Episode 000,"Action, Adventure, Mecha, Military",Special,1,7.55,25423,27364,7
27631,God Eater,"Action, Fantasy, Military, Sci-Fi",TV,13,7.55,192433,27364,-1
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,13,7.55,106865,27364,7
28825,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life",TV,12,7.55,158041,27364,-1
12679,Joshiraku,"Comedy, Slice of Life",TV,13,7.55,51084,27364,-1
9366,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",Special,1,7.55,52752,27364,8
6707,Kuroshitsuji II,"Action, Comedy, Demons, Fantasy, Shounen, Supernatural",TV,12,7.55,234955,27364,8
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School",TV,10,7.55,179569,27364,-1
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,7.55,65516,27364,-1
24365,Tonari no Seki-kun Specials,"Comedy, School, Seinen",Special,2,7.55,14248,27364,-1
2129,True Tears,"Drama, Romance, School",TV,13,7.55,118644,27364,-1
1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76,7.54,39041,27364,8
1222,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",TV,26,7.54,125051,27364,-1
15583,Date A Live,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,12,7.54,301358,27364,10
5228,Initial D Extra Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.54,11468,27364,7
696,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,7.54,38372,27364,7
11553,Toradora!: Bentou no Gokui,"Comedy, Romance, School, Slice of Life",Special,1,7.54,71433,27364,8
181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.54,36264,27364,8
2608,Wangan Midnight,"Action, Cars, Seinen, Sports",TV,26,7.54,10058,27364,9
1327,Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",TV,58,7.53,6937,27364,8
8768,Hiyokoi,"Romance, School, Shoujo",Special,1,7.53,51072,27364,8
256,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,7.53,85492,27364,-1
16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",TV,12,7.53,122031,27364,-1
435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,7.53,34141,27364,-1
10110,Mayo Chiki!,"Comedy, Ecchi, Harem, Romance, School",TV,13,7.53,192219,27364,8
11499,Sankarea,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,7.53,222657,27364,9
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School",TV,12,7.53,193822,27364,-1
10294,Towa no Quon 1: Utakata no Kaben,"Action, Super Power, Supernatural",Movie,1,7.53,33550,27364,-1
28285,Trinity Seven OVA,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",OVA,1,7.53,38197,27364,-1
10798,UN-GO,"Mystery, Supernatural",TV,11,7.53,84499,27364,9
4752,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.53,198492,27364,7
183,Whistle!,"School, Shounen, Sports",TV,39,7.53,8040,27364,9
798,Yomigaeru Sora: Rescue Wings,"Drama, Military, Seinen",TV,12,7.53,6871,27364,-1
68,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,7.52,150512,27364,7
1004,Kanojo to Kanojo no Neko,"Drama, Psychological, Romance, Slice of Life",OVA,1,7.52,53463,27364,-1
10918,Kowarekake no Orgel (Movie),"Drama, Music, Sci-Fi, Slice of Life",Movie,1,7.52,9404,27364,-1
3358,Kure-nai,"Comedy, Drama, Martial Arts",TV,12,7.52,59099,27364,-1
76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",TV,13,7.52,62582,27364,-1
31722,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,4,7.52,81154,27364,-1
1060,Oruchuban Ebichu,"Comedy, Ecchi, Seinen",TV,24,7.52,21109,27364,8
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575,27364,7
5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,7.52,110470,27364,8
5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,13,7.52,20508,27364,7
2014,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",TV,26,7.52,5387,27364,7
24459,Tales of Zestiria: Doushi no Yoake,Fantasy,Special,1,7.52,23484,27364,-1
1006,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.52,14318,27364,7
27899,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,7.52,408357,27364,-1
25519,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",TV,12,7.52,59192,27364,-1
1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26,7.51,104607,27364,-1
23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214,27364,-1
1852,Hidamari Sketch,"Comedy, School, Slice of Life",TV,12,7.51,42998,27364,9
1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.51,30747,27364,-1
489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,7.51,33053,27364,-1
8460,Mirai Nikki,"Action, Shounen, Supernatural",OVA,1,7.51,114217,27364,8
31,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,7.51,102093,27364,6
1212,Oban Star-Racers,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.51,24156,27364,7
11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,7.51,97674,27364,9
1577,Taiho Shichau zo,"Action, Comedy, Police, Seinen",OVA,4,7.51,8557,27364,6
5667,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,7.51,79923,27364,7
4189,Winter Sonata,"Drama, Romance",TV,26,7.51,13582,27364,-1
11701,Another: The Other - Inga,"Horror, Mystery, Thriller",OVA,1,7.5,86261,27364,9
19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187,27364,-1
31665,Hibike! Euphonium: Kakedasu Monaka,"Drama, Music, School",Special,1,7.5,17770,27364,-1
1691,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,7.5,205338,27364,8
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092,27364,7
27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,7.5,180686,27364,-1
10396,Ben-To,"Action, Comedy, Martial Arts",TV,12,7.49,146570,27364,-1
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285,27364,-1
9213,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",OVA,1,7.49,24876,27364,-1
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477,27364,8
16123,Saki Zenkoku-hen,"Game, School, Slice of Life",TV,13,7.49,19010,27364,-1
15751,Senyuu.,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.49,56815,27364,-1
23725,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.49,11203,27364,-1
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","Comedy, Drama, Slice of Life",Special,1,7.49,2770,27364,-1
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7.49,8812,27364,7
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,15471,27364,-1
101,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.48,188861,27364,8
6880,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,453454,27364,9
476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837,27364,-1
9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",TV,12,7.48,38652,27364,7
822,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7.48,15363,27364,7
2927,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7.48,58211,27364,-1
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Comedy, School, Slice of Life",OVA,1,7.48,17204,27364,-1
158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,33989,27364,-1
1190,Prince of Tennis: A Day on Survival Mountain,"Adventure, Comedy, Shounen, Sports",OVA,1,7.48,11817,27364,-1
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7.48,7170,27364,-1
25755,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports",Movie,1,7.48,4749,27364,-1
30790,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports",Movie,1,7.48,3088,27364,-1
763,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,27614,27364,6
6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7.47,43725,27364,9
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807,27364,-1
23383,D-Frag! OVA,"Comedy, Game, Seinen",OVA,1,7.47,28116,27364,-1
18229,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12,7.47,107513,27364,-1
31324,Grisaia no Meikyuu Special,Ecchi,Special,1,7.47,16648,27364,-1
4551,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7.47,63915,27364,-1
12729,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",OVA,2,7.47,91154,27364,8
20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,164510,27364,-1
1064,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,4681,27364,-1
14575,Minami-ke Omatase,"Comedy, Slice of Life",OVA,1,7.47,15050,27364,10
84,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,13,7.47,20238,27364,8
17505,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,7.47,40155,27364,-1
23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,145439,27364,-1
815,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",Movie,1,7.47,14249,27364,-1
7662,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,7.47,78952,27364,-1
2942,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life",TV,13,7.47,17360,27364,-1
1170,Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.47,12820,27364,7
4884,Tales of the Abyss,"Adventure, Drama, Fantasy",TV,26,7.47,74901,27364,-1
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,7.47,24618,27364,7
878,Zegapain,"Action, Mecha, Romance, Sci-Fi",TV,26,7.47,20644,27364,-1
408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,48041,27364,7
15225,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,12,7.46,201735,27364,9
8074,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892,27364,10
6064,Higurashi no Naku Koro ni Kai Specials,"Comedy, Parody",Special,24,7.46,28216,27364,7
10628,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen",OVA,1,7.46,5091,27364,8
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,78876,27364,7
10862,Prince of Tennis: Pairpuri,"Comedy, Drama, Shounen, Sports",Special,8,7.46,3315,27364,-1
710,Rec,"Comedy, Drama, Romance",TV,9,7.46,68951,27364,-1
20709,Sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,7.46,67306,27364,-1
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi",TV,13,7.46,25750,27364,-1
21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"Action, Music, Sci-Fi",TV,13,7.46,17466,27364,-1
1815,Shakugan no Shana Movie,"Action, Fantasy, Supernatural",Movie,1,7.46,43962,27364,9
198,Speed Grapher,"Action, Mystery, Super Power",TV,24,7.46,64627,27364,-1
23319,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46,20151,27364,-1
2986,Bamboo Blade,"Comedy, School, Seinen, Sports",TV,26,7.45,61649,27364,6
1614,Captain Tsubasa: Road to 2002,"Action, Shounen, Sports",TV,52,7.45,19746,27364,8
15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45,50019,27364,-1
6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,40243,27364,9
5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen",TV,12,7.45,54796,27364,-1
30300,"High School DxD New: Oppai, Tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School",OVA,1,7.45,41436,27364,-1
330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938,27364,-1
17875,Papa no Iukoto wo Kikinasai! OVA,"Comedy, Romance, Slice of Life",OVA,2,7.45,19904,27364,8
3292,Potemayo Specials,"Comedy, School, Seinen",Special,6,7.45,2975,27364,-1
573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,17561,27364,7
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,Comedy,ONA,4,7.45,34426,27364,-1
855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790,27364,7
33302,Yowamushi Pedal: Spare Bike,"Comedy, Drama, Shounen, Sports",Movie,1,7.45,4009,27364,-1
15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,50351,27364,-1
764,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,16381,27364,6
10479,Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,16,7.44,9834,27364,-1
20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,320267,27364,-1
1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,5636,27364,-1
10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,156853,27364,10
1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,63193,27364,8
653,Galaxy Angel 3,"Comedy, Sci-Fi",TV,26,7.44,6244,27364,7
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,"Action, Comedy, Harem, Parody, Romance",OVA,1,7.44,26587,27364,7
191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life",Special,1,7.44,45137,27364,7
14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445,27364,9
3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,107384,27364,-1
6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942,27364,8
18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,46117,27364,7
18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387,27364,-1
30321,Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,2,7.44,29176,27364,-1
13333,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,80960,27364,-1
27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,113791,27364,-1
11266,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43,59755,27364,9
15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",TV,12,7.43,84442,27364,-1
13469,Hyouka: Motsubeki Mono wa,Slice of Life,OVA,1,7.43,68823,27364,-1
3958,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,94202,27364,-1
1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,52817,27364,9
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",TV,13,7.43,194791,27364,-1
161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,35123,27364,-1
527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,229157,27364,4
13599,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43,107304,27364,-1
32175,Shounen Maid,"Comedy, Shoujo, Slice of Life",TV,12,7.43,30363,27364,-1
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.43,13842,27364,6
6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,51114,27364,7
25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43,208796,27364,-1
7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,55040,27364,-1
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,7.42,55536,27364,-1
10804,Ikoku Meiro no Croisée Special,"Historical, Seinen, Slice of Life",Special,1,7.42,5950,27364,7
10536,Kimi ni Todoke 2nd Season Specials,"Comedy, Romance, Shoujo",Special,3,7.42,23498,27364,7
17259,Kuroko no Basket: Oshaberi Shiyokka,"Comedy, School, Shounen, Sports",Special,1,7.42,23937,27364,7
335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,7.42,25098,27364,-1
738,MÄR,"Action, Adventure, Comedy, Fantasy, Shounen",TV,102,7.42,28968,27364,-1
443,Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,7.42,32134,27364,7
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","Comedy, Romance, School",OVA,1,7.42,35583,27364,-1
867,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",Movie,1,7.42,12755,27364,6
869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.42,12909,27364,6
2013,Taiho Shichau zo The Movie,"Action, Comedy, Drama, Police, Shounen",Movie,1,7.42,4029,27364,7
5141,Taishou Yakyuu Musume.,"Comedy, Historical, School, Seinen, Sports",TV,12,7.42,12248,27364,8
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1,7.42,51816,27364,8
5525,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,7.41,126083,27364,9
